DEPTH AC GR PERM POR RT SH SP SPC SW
1788.750 233.743 85.430 2.717 12.372 17.232 20.823 51.402 -91.795 56.627 
1788.875 231.921 87.153 2.315 12.120 16.636 21.695 51.692 -91.507 58.640 
1789.000 230.131 89.379 2.010 11.873 16.375 22.912 52.023 -91.176 60.142 
1789.125 230.333 93.139 2.044 11.901 16.417 25.414 52.347 -90.853 59.946 
1789.250 232.857 96.037 2.482 12.249 16.720 27.728 52.649 -90.553 57.971 
1789.375 233.501 94.697 2.681 12.338 17.284 26.853 52.969 -90.234 56.670 
1789.500 228.296 89.985 0.010 0.100 18.162 43.786 53.283 -89.922 99.900 
1789.625 217.153 84.713 0.010 0.100 19.371 36.716 53.561 -89.644 99.900 
1789.750 204.861 80.071 0.010 0.100 20.890 31.028 53.831 -89.375 99.900 
1789.875 197.058 77.191 0.010 0.100 22.687 27.734 54.140 -89.068 99.900 
1790.000 196.369 74.422 0.010 0.100 24.688 24.726 54.453 -88.756 99.900 
1790.125 202.278 70.022 0.010 0.100 26.774 20.249 54.732 -88.477 99.900 
1790.250 211.445 66.439 0.010 9.294 28.892 9.284 55.000 -88.211 55.671 
1790.375 219.138 66.197 1.657 10.356 31.028 9.722 55.247 -87.965 49.034 
1790.500 222.969 67.984 2.397 10.885 33.150 10.781 55.481 -87.732 45.487 
1790.625 223.256 69.377 2.602 10.924 35.195 11.432 55.705 -87.509 44.010 
1790.750 222.020 69.693 2.492 10.754 37.094 11.483 55.954 -87.261 43.442 
1790.875 221.148 69.127 2.434 10.633 38.798 11.160 56.260 -86.956 42.883 
1791.000 221.097 69.436 2.515 10.626 40.248 11.296 56.617 -86.600 42.127 
1791.125 221.562 70.179 2.685 10.691 41.428 11.671 57.061 -86.158 41.312 
1791.250 222.066 69.381 2.857 10.760 42.378 11.344 57.650 -85.570 40.624 
1791.375 222.216 68.126 2.942 10.781 43.125 10.789 58.361 -84.860 40.204 
1791.500 221.829 68.694 2.881 10.727 43.529 11.015 59.135 -84.087 40.186 
1791.625 221.210 71.902 2.738 10.642 43.435 12.448 59.984 -83.239 40.501 
1791.750 221.848 76.863 2.841 10.730 42.857 14.943 60.883 -82.341 40.491 
1791.875 225.139 81.950 3.574 11.184 41.889 17.964 61.710 -81.515 39.548 
1792.000 230.403 86.060 5.098 11.911 40.737 20.871 62.432 -80.794 38.029 
1792.125 234.122 88.485 6.404 12.424 39.582 22.762 63.080 -80.147 37.230 
1792.250 231.844 89.877 0.010 0.100 38.520 43.634 63.624 -79.605 99.900 
1792.375 225.365 89.437 0.010 0.100 37.583 43.019 64.026 -79.204 99.900 
1792.500 219.864 86.846 0.010 0.100 36.716 39.495 64.355 -78.876 99.900 
1792.625 218.297 83.344 0.010 0.100 35.869 34.988 64.685 -78.547 99.900 
1792.750 219.061 80.319 0.010 0.100 35.027 31.320 65.006 -78.227 99.900 
1792.875 219.205 78.819 0.010 0.100 34.176 29.575 65.311 -77.923 99.900 
1793.000 218.426 77.936 0.010 0.100 33.266 28.570 65.667 -77.569 99.900 
1793.125 217.537 78.037 0.010 0.100 32.281 28.684 66.086 -77.151 99.900 
1793.250 216.812 79.887 0.010 0.100 31.302 30.813 66.524 -76.714 99.900 
1793.375 217.501 84.064 0.010 0.100 30.412 35.891 66.969 -76.270 99.900 
1793.500 221.142 90.500 0.010 0.100 29.672 44.514 67.423 -75.817 99.900 
1793.625 227.125 96.490 0.010 0.100 29.097 53.503 67.816 -75.425 99.900 
1793.750 231.464 99.628 0.010 0.100 28.678 58.617 68.073 -75.169 99.900 
1793.875 230.868 101.625 0.010 0.100 28.412 62.028 68.252 -74.991 99.900 
1794.000 225.204 103.146 0.010 0.100 28.310 64.711 68.358 -74.886 99.900 
1794.125 216.532 104.078 0.010 0.100 28.385 66.392 68.349 -74.896 99.900 
1794.250 208.560 104.160 0.010 0.100 28.629 66.541 68.203 -75.043 99.900 
1794.375 204.666 103.853 0.010 0.100 29.017 65.983 67.991 -75.257 99.900 
1794.500 205.892 103.892 0.010 0.100 29.490 66.055 67.697 -75.552 99.900 
1794.625 210.386 103.700 0.010 0.100 30.058 65.708 67.276 -75.974 99.900 
1794.750 214.454 104.186 0.010 0.100 30.738 66.588 66.776 -76.475 99.900 
1794.875 215.834 103.119 0.010 0.100 31.594 64.662 66.239 -77.013 99.900 
1795.000 214.677 100.694 0.010 9.741 32.729 28.929 65.641 -77.612 50.277 
1795.125 212.417 98.635 0.010 9.429 34.199 27.173 65.005 -78.249 50.555 
1795.250 211.132 96.671 0.010 9.251 35.936 25.659 64.433 -78.823 50.114 
1795.375 211.778 94.152 0.010 9.340 37.894 24.041 63.915 -79.341 48.409 
1795.500 213.432 89.424 0.010 9.569 39.974 21.213 63.465 -79.793 46.182 
1795.625 214.854 84.239 0.010 9.765 41.934 18.296 63.180 -80.078 44.324 
1795.750 215.670 79.107 0.010 9.878 43.483 15.576 63.108 -80.152 43.108 
1795.875 216.236 74.797 0.010 9.956 44.321 13.445 63.194 -80.067 42.416 
1796.000 216.428 72.383 0.010 9.982 44.180 12.302 63.447 -79.815 42.389 
1796.125 215.942 72.136 0.010 9.915 43.252 12.149 63.896 -79.367 43.085 
1796.250 215.736 73.439 0.010 9.887 41.904 12.748 64.505 -78.760 43.879 
1796.375 217.663 76.562 1.883 10.152 39.774 14.438 65.208 -78.057 44.041 
1796.500 222.617 81.689 2.576 10.836 36.593 17.586 65.993 -77.274 43.458 
1796.625 228.878 85.414 3.649 11.700 32.502 20.329 66.808 -76.459 43.221 
1796.750 231.749 87.707 3.845 12.096 27.961 22.023 67.585 -75.684 45.307 
1796.875 228.552 90.942 2.558 11.655 23.319 23.754 68.311 -74.959 51.192 
1797.000 222.504 95.274 0.010 0.100 19.170 51.597 69.011 -74.260 99.900 
1797.125 219.107 99.533 0.010 0.100 16.120 58.457 69.636 -73.636 99.900 
1797.250 218.553 103.654 0.010 0.100 13.916 65.624 70.095 -73.178 99.900 
1797.375 218.223 109.104 0.010 0.100 12.320 75.967 70.415 -72.859 99.900 
1797.500 226.727 117.192 0.010 0.100 11.177 93.342 70.596 -72.680 99.900 
1797.625 258.492 128.295 0.010 0.100 10.399 99.900 70.605 -72.672 99.900 
1797.750 305.510 137.398 0.010 0.100 9.859 99.900 70.449 -72.828 99.900 
1797.875 330.545 140.618 0.010 0.100 9.543 99.900 70.126 -73.152 99.900 
1798.000 307.974 138.301 0.010 0.100 9.507 99.900 69.573 -73.707 99.900 
1798.125 255.428 133.634 0.010 0.100 9.778 99.900 68.835 -74.446 99.900 
1798.250 213.384 127.727 0.010 0.100 10.242 99.900 68.051 -75.231 99.900 
1798.375 201.014 118.998 0.010 0.100 10.861 97.585 67.261 -76.022 99.900 
1798.500 205.168 107.020 0.010 8.428 11.665 32.565 66.510 -76.775 95.155 
1798.625 211.270 94.412 0.010 9.270 12.705 24.158 65.862 -77.423 84.136 
1798.750 214.716 85.978 0.010 9.746 14.008 19.281 65.318 -77.969 76.815 
1798.875 215.924 83.139 0.010 9.913 15.622 17.777 64.876 -78.411 71.705 
1799.000 215.813 84.432 0.010 9.897 17.424 18.495 64.591 -78.697 67.985 
1799.125 215.847 85.801 0.010 9.902 18.964 19.287 64.423 -78.867 65.140 
1799.250 216.473 86.282 0.010 9.988 20.047 19.629 64.272 -79.019 62.892 
1799.375 216.414 87.040 0.010 9.980 20.727 20.071 64.131 -79.161 61.896 
1799.500 214.268 87.467 0.010 9.684 21.056 20.114 63.980 -79.313 62.991 
1799.625 210.401 86.510 0.010 9.150 21.129 19.176 63.808 -79.486 65.964 
1799.750 207.050 84.981 0.010 8.688 21.199 17.988 63.685 -79.611 68.801 
1799.875 206.495 83.794 0.010 8.611 21.401 17.277 63.630 -79.667 68.990 
1800.000 208.653 83.698 0.010 8.909 21.646 17.421 63.589 -79.709 66.658 
1800.125 211.974 84.978 0.010 9.367 21.794 18.445 63.573 -79.726 63.677 
1800.250 214.669 86.422 0.010 9.739 21.823 19.536 63.606 -79.694 61.578 
1800.375 215.967 87.780 0.010 9.919 21.736 20.469 63.654 -79.647 60.758 
1800.500 216.449 89.130 0.010 9.985 21.576 21.338 63.721 -79.581 60.641 
1800.625 216.562 90.518 0.924 10.001 21.388 22.213 63.793 -79.510 60.827 
1800.750 216.709 91.579 0.927 10.021 21.201 22.900 63.808 -79.497 60.990 
1800.875 217.308 91.709 0.965 10.103 21.005 23.047 63.785 -79.520 60.850 
1801.000 218.278 90.035 1.037 10.237 20.833 22.087 63.767 -79.540 60.426 
1801.125 218.622 86.929 1.062 10.285 20.738 20.222 63.775 -79.533 60.327 
1801.250 216.951 84.299 0.922 10.054 20.672 18.527 63.850 -79.459 61.592 
1801.375 213.457 82.093 0.010 9.572 20.636 16.975 64.009 -79.301 64.256 
1801.500 210.829 79.937 0.010 9.209 20.659 15.593 64.241 -79.070 66.350 
1801.625 211.159 78.902 0.010 9.255 20.734 15.083 64.532 -78.780 65.953 
1801.750 214.261 78.894 0.010 9.683 20.800 15.344 64.880 -78.433 63.383 
1801.875 217.917 78.968 1.006 10.188 20.815 15.698 65.285 -78.030 60.701 
1802.000 220.646 78.753 1.252 10.564 20.760 15.822 65.723 -77.593 58.948 
1802.125 222.875 79.599 1.484 10.872 20.665 16.468 66.149 -77.168 57.670 
1802.250 224.433 81.312 1.667 11.087 20.602 17.543 66.525 -76.793 56.811 
1802.375 223.690 82.160 1.575 10.984 20.601 17.947 66.831 -76.488 57.259 
1802.500 220.652 81.900 1.246 10.565 20.652 17.522 67.044 -76.276 59.098 
1802.625 217.476 80.887 0.968 10.127 20.775 16.681 67.158 -76.163 61.069 
1802.750 216.700 79.996 0.915 10.020 20.939 16.135 67.168 -76.154 61.377 
1802.875 219.124 80.494 1.127 10.354 21.134 16.616 67.055 -76.269 59.423 
1803.000 224.043 83.187 1.680 11.033 21.394 18.561 66.815 -76.510 55.979 
1803.125 231.199 86.583 2.886 12.021 21.810 21.270 66.452 -76.874 51.573 
1803.250 237.737 88.645 4.384 12.821 22.371 23.169 65.933 -77.394 48.225 
1803.375 237.700 88.964 4.514 12.821 23.037 23.375 65.240 -78.088 47.523 
1803.500 230.047 88.698 2.903 11.861 23.788 22.470 64.407 -78.922 49.940 
1803.625 219.961 89.225 1.402 10.470 24.563 21.755 63.467 -79.863 54.605 
1803.750 214.153 89.449 0.010 9.668 25.333 21.301 62.486 -80.845 57.508 
1803.875 214.571 88.191 0.010 9.726 26.158 20.578 61.498 -81.834 56.310 
1804.000 216.774 85.428 1.191 10.030 27.099 19.159 60.528 -82.805 53.905 
1804.125 218.449 81.438 1.421 10.261 28.135 17.068 59.632 -83.703 51.896 
1804.250 220.054 78.107 1.680 10.483 29.213 15.432 58.840 -84.496 50.019 
1804.375 222.576 77.630 2.125 10.831 30.291 15.401 58.226 -85.111 47.785 
1804.500 225.005 78.800 2.642 11.166 31.279 16.229 57.787 -85.550 45.831 
1804.625 226.063 79.713 2.931 11.312 32.066 16.814 57.477 -85.861 44.771 
1804.750 225.141 81.508 2.788 11.184 32.669 17.717 57.275 -86.065 44.782 
1804.875 222.917 84.066 2.383 10.878 33.074 18.958 57.138 -86.203 45.564 
1805.000 221.234 86.200 2.100 10.645 33.240 20.045 57.053 -86.289 46.286 
1805.125 220.731 86.997 2.011 10.576 33.136 20.471 57.021 -86.322 46.615 
1805.250 220.951 86.314 2.028 10.606 32.829 20.085 57.045 -86.300 46.719 
1805.375 220.746 85.415 1.969 10.578 32.394 19.534 57.108 -86.237 47.138 
1805.500 219.841 84.996 1.797 10.453 31.792 19.202 57.166 -86.181 48.062 
1805.625 218.768 84.443 1.606 10.305 30.984 18.781 57.244 -86.104 49.274 
1805.750 218.341 81.636 1.503 10.246 30.020 17.167 57.324 -86.025 50.302 
1805.875 218.561 77.906 1.477 10.276 28.977 15.200 57.427 -85.923 51.071 
1806.000 217.475 74.345 1.302 10.127 27.934 13.324 57.558 -85.793 52.665 
1806.125 214.171 71.945 0.010 9.671 26.903 11.923 57.697 -85.655 55.792 
1806.250 210.314 71.872 0.010 9.138 25.872 11.595 57.848 -85.506 59.678 
1806.375 209.772 71.568 0.010 9.064 24.802 11.415 58.010 -85.344 61.375 
1806.500 213.158 73.195 0.010 9.531 23.739 12.430 58.209 -85.147 60.128 
1806.625 218.396 75.389 1.145 10.254 22.763 13.912 58.420 -84.937 57.729 
1806.750 222.972 77.446 1.586 10.885 21.916 15.339 58.638 -84.720 55.940 
1806.875 225.024 79.836 1.793 11.168 21.203 16.787 58.858 -84.501 55.655 
1807.000 225.330 82.509 1.784 11.211 20.610 18.296 59.076 -84.284 56.270 
1807.125 225.178 85.054 1.724 11.190 20.143 19.752 59.276 -84.085 57.009 
1807.250 225.533 86.786 1.739 11.239 19.788 20.823 59.411 -83.951 57.305 
1807.375 225.541 88.509 1.719 11.240 19.551 21.883 59.431 -83.932 57.647 
1807.500 223.368 90.342 1.451 10.940 19.457 22.813 59.334 -84.030 59.120 
1807.625 219.381 92.757 1.065 10.390 19.548 23.950 59.129 -84.237 61.608 
1807.750 217.702 94.392 0.941 10.158 19.820 24.851 58.832 -84.535 62.361 
1807.875 223.259 95.067 1.498 10.925 20.251 25.933 58.440 -84.928 58.017 
1808.000 232.406 95.819 2.997 12.187 20.826 27.519 57.959 -85.410 52.167 
1808.125 238.026 94.593 4.222 12.821 21.544 27.187 57.403 -85.968 49.142 
1808.250 235.930 92.796 4.095 12.673 22.425 25.811 56.827 -86.544 48.641 
1808.375 228.821 91.897 2.630 11.692 23.521 24.412 56.304 -87.069 50.835 
1808.500 222.929 89.875 1.791 10.879 24.846 22.470 55.857 -87.516 52.564 
1808.625 219.972 87.676 1.506 10.471 26.366 20.806 55.506 -87.869 52.699 
1808.750 218.623 86.497 1.435 10.285 28.007 19.965 55.250 -88.125 51.912 
1808.875 217.136 85.073 1.343 10.080 29.645 18.988 55.091 -88.286 51.323 
1809.000 215.479 83.035 0.010 9.851 31.111 17.678 55.034 -88.344 51.079 
1809.125 213.776 82.053 0.010 9.616 32.148 16.982 55.055 -88.324 51.283 
1809.250 212.175 81.385 0.010 9.395 32.547 16.478 55.155 -88.226 51.977 
1809.375 210.049 79.598 0.010 9.102 32.216 15.349 55.272 -88.109 53.661 
1809.500 206.818 77.955 0.010 8.656 31.226 14.238 55.399 -87.983 56.866 
1809.625 203.738 75.902 0.010 8.231 29.761 12.979 55.504 -87.880 60.777 
1809.750 203.412 74.633 0.010 8.186 28.094 12.349 55.573 -87.812 62.844 
1809.875 208.168 74.699 0.010 8.842 26.446 12.753 55.571 -87.815 60.691 
1810.000 215.511 74.507 0.010 9.856 24.925 13.245 55.491 -87.896 57.045 
1810.125 221.754 75.627 1.554 10.717 23.622 14.308 55.339 -88.049 54.596 
1810.250 224.751 78.084 1.871 11.131 22.574 15.827 55.102 -88.288 54.092 
1810.375 224.307 80.523 1.743 11.069 21.756 17.097 54.763 -88.628 55.357 
1810.500 223.001 84.529 1.533 10.889 21.137 19.234 54.355 -89.037 56.945 
1810.625 223.639 88.078 1.576 10.977 20.700 21.422 53.865 -89.527 57.152 
1810.750 227.300 91.069 2.045 11.482 20.417 23.702 53.306 -90.087 55.403 
1810.875 231.508 93.795 2.740 12.063 20.261 25.996 52.663 -90.732 53.347 
1811.000 232.314 95.624 2.892 12.174 20.225 27.369 51.998 -91.398 52.984 
1811.125 229.123 95.509 2.316 11.734 20.270 26.915 51.337 -92.060 54.595 
1811.250 224.724 95.408 1.685 11.127 20.370 26.337 50.712 -92.686 56.959 
1811.375 222.170 95.481 1.396 10.774 20.533 26.095 50.165 -93.234 58.295 
1811.500 221.516 93.784 1.340 10.684 20.754 24.866 49.678 -93.723 58.396 
1811.625 221.516 92.115 1.358 10.684 21.032 23.761 49.292 -94.109 58.009 
1811.750 221.105 90.774 1.337 10.628 21.388 22.850 49.036 -94.367 57.783 
1811.875 219.318 88.969 1.185 10.381 21.861 21.531 48.950 -94.454 58.300 
1812.000 216.062 87.405 0.010 9.932 22.501 20.254 49.002 -94.403 59.651 
1812.125 212.167 85.524 0.010 9.394 23.416 18.775 49.185 -94.221 61.285 
1812.250 208.895 82.547 0.010 8.943 24.671 16.813 49.461 -93.946 62.240 
1812.375 207.493 79.394 0.010 8.749 26.217 15.025 49.841 -93.567 61.502 
1812.500 207.704 74.101 0.010 8.778 28.043 12.433 50.291 -93.118 59.300 
1812.625 208.146 69.691 0.010 8.839 30.156 10.452 50.808 -92.602 56.852 
1812.750 207.118 66.032 0.010 8.697 32.532 8.815 51.378 -92.033 55.488 
1812.875 203.538 63.188 0.010 8.203 35.129 7.427 52.031 -91.382 56.099 
1813.000 198.556 60.707 0.010 7.516 37.857 6.164 52.716 -90.697 58.184 
1813.125 194.109 60.317 0.010 6.902 40.538 5.748 53.446 -89.969 60.419 
1813.250 191.819 60.459 0.010 6.586 42.930 5.662 54.215 -89.201 61.081 
1813.375 193.284 61.240 0.010 6.788 44.827 6.038 55.055 -88.362 58.268 
1813.500 198.215 63.076 0.010 7.469 46.051 7.041 55.914 -87.504 53.035 
1813.625 204.263 63.943 0.010 8.303 46.475 7.774 56.798 -86.622 48.277 
1813.750 208.171 63.497 0.010 8.843 46.057 7.853 57.704 -85.717 45.988 
1813.875 208.564 64.186 0.010 8.897 44.894 8.156 58.631 -84.790 46.340 
1814.000 208.138 68.596 0.010 8.838 43.124 9.973 59.580 -83.842 47.546 
1814.125 210.086 73.254 0.010 9.107 40.991 12.219 60.541 -82.883 47.550 
1814.250 214.843 77.412 0.010 9.763 38.667 14.633 61.510 -81.915 46.164 
1814.375 220.407 81.136 2.151 10.531 36.367 17.080 62.429 -80.997 44.655 
1814.500 224.753 84.726 2.841 11.131 34.281 19.518 63.318 -80.109 43.893 
1814.625 226.919 87.804 3.169 11.430 32.537 21.587 64.140 -79.289 44.058 
1814.750 226.577 90.260 2.958 11.383 31.144 23.100 64.867 -78.563 45.190 
1814.875 223.862 91.263 2.322 11.008 29.974 23.458 65.463 -77.968 47.383 
1815.000 220.737 89.604 1.760 10.577 28.982 22.072 65.974 -77.458 49.840 
1815.125 219.819 86.976 1.588 10.450 28.137 20.368 66.379 -77.054 51.101 
1815.250 221.578 85.556 1.778 10.693 27.398 19.697 66.675 -76.759 50.791 
1815.375 224.241 85.929 2.131 11.060 26.730 20.179 66.856 -76.579 49.976 
1815.500 226.384 86.663 2.447 11.356 26.143 20.834 66.951 -76.485 49.421 
1815.625 228.584 87.118 2.818 11.660 25.637 21.333 66.966 -76.471 48.807 
1815.750 231.376 88.281 3.376 12.045 25.195 22.345 66.918 -76.520 47.901 
1815.875 233.351 89.842 3.810 12.318 24.815 23.554 66.823 -76.616 47.363 
1816.000 232.948 90.142 3.661 12.262 24.507 23.706 66.639 -76.802 47.842 
1816.125 230.319 88.867 3.019 11.899 24.267 22.605 66.411 -77.031 49.313 
1816.250 226.855 87.429 2.343 11.421 24.173 21.349 66.190 -77.252 51.149 
1816.375 224.022 86.185 1.905 11.030 24.297 20.311 65.978 -77.465 52.540 
1816.500 222.266 84.227 1.687 10.788 24.632 18.989 65.766 -77.679 53.169 
1816.625 220.857 82.160 1.540 10.593 25.113 17.685 65.614 -77.832 53.472 
1816.750 218.914 79.527 1.349 10.325 25.721 16.080 65.527 -77.920 53.992 
1816.875 216.180 76.503 0.010 9.948 26.428 14.285 65.529 -77.919 54.965 
1817.000 212.832 75.656 0.010 9.486 27.169 13.590 65.670 -77.780 56.430 
1817.125 209.148 77.108 0.010 8.977 27.884 14.007 65.907 -77.543 58.353 
1817.250 205.823 77.506 0.010 8.519 28.508 13.932 66.204 -77.248 60.323 
1817.375 204.832 76.429 0.010 8.382 28.932 13.322 66.594 -76.859 60.703 
1817.500 207.362 76.200 0.010 8.731 29.031 13.414 67.070 -76.384 58.548 
1817.625 211.689 76.984 0.010 9.328 28.832 14.155 67.597 -75.857 55.559 
1817.750 215.511 78.622 0.010 9.855 28.390 15.310 68.170 -75.286 53.451 
1817.875 217.384 80.758 1.288 10.114 27.839 16.604 68.735 -74.722 52.810 
1818.000 217.238 82.312 1.244 10.094 27.234 17.439 69.262 -74.197 53.483 
1818.125 216.339 82.733 0.010 9.970 26.612 17.589 69.775 -73.685 54.673 
1818.250 216.652 83.028 1.130 10.013 25.982 17.782 70.239 -73.222 55.130 
1818.375 219.815 82.989 1.432 10.450 25.390 18.053 70.610 -72.852 53.795 
1818.500 224.369 82.599 2.002 11.078 24.863 18.257 70.910 -72.553 51.749 
1818.625 226.854 82.722 2.362 11.421 24.369 18.560 71.112 -72.352 50.943 
1818.750 226.430 83.121 2.243 11.362 23.879 18.749 71.218 -72.247 51.686 
1818.875 224.188 83.642 1.857 11.053 23.383 18.835 71.257 -72.209 53.463 
1819.000 220.757 84.808 1.394 10.580 22.921 19.181 71.213 -72.254 56.032 
1819.125 216.192 87.785 0.010 9.950 22.582 20.494 71.076 -72.392 59.453 
1819.250 212.227 92.714 0.010 9.402 22.386 23.154 70.896 -72.574 62.632 
1819.375 212.704 98.172 0.010 0.100 22.115 56.207 70.676 -72.794 99.900 
1819.500 219.884 101.984 0.010 0.100 21.631 62.656 70.376 -73.095 99.900 
1819.625 229.703 102.742 0.010 0.100 20.877 63.991 70.017 -73.456 99.900 
1819.750 234.951 101.487 0.010 0.100 19.785 61.789 69.600 -73.874 99.900 
1819.875 230.912 99.803 0.010 0.100 18.375 58.911 69.102 -74.373 99.900 
1820.000 220.307 99.072 0.010 0.100 16.833 57.690 68.574 -74.902 99.900 
1820.125 211.382 101.418 0.010 0.100 15.449 61.669 68.071 -75.407 99.900 
1820.250 207.833 107.324 0.010 0.100 14.309 72.475 67.611 -75.867 99.900 
1820.375 209.748 116.204 0.010 0.100 13.342 91.080 67.207 -76.273 99.900 
1820.500 222.134 125.072 0.010 0.100 12.559 99.900 66.837 -76.644 99.900 
1820.625 248.636 131.523 0.010 0.100 11.948 99.900 66.440 -77.042 99.900 
1820.750 280.349 135.839 0.010 0.100 11.477 99.900 65.950 -77.533 99.900 
1820.875 293.766 138.549 0.010 0.100 11.133 99.900 65.300 -78.184 99.900 
1821.000 272.243 139.010 0.010 0.100 10.988 99.900 64.417 -79.068 99.900 
1821.125 236.367 135.165 0.010 0.100 11.022 99.900 63.244 -80.243 99.900 
1821.250 211.240 126.901 0.010 0.100 11.180 99.900 61.747 -81.741 99.900 
1821.375 205.229 115.476 0.010 0.100 11.449 89.439 59.925 -83.563 99.900 
1821.500 209.347 104.453 0.010 0.100 11.856 67.077 57.848 -85.642 99.900 
1821.625 212.321 97.589 0.010 0.100 12.431 55.260 55.627 -87.863 99.900 
1821.750 214.238 94.155 0.010 0.100 13.242 49.881 53.343 -90.149 99.900 
1821.875 215.410 91.786 0.010 0.100 14.298 46.362 51.081 -92.412 99.900 
1822.000 214.654 88.639 0.010 0.100 15.486 41.916 48.891 -94.603 99.900 
1822.125 211.813 84.560 0.010 0.100 16.592 36.520 46.765 -96.730 99.900 
1822.250 207.068 79.233 0.010 0.100 17.549 30.052 44.693 -98.804 99.900 
1822.375 201.242 73.382 0.010 0.100 18.389 23.636 42.664 -100.833 99.900 
1822.500 196.045 69.269 0.010 0.100 19.065 19.518 40.673 -102.825 99.900 
1822.625 192.383 66.976 0.010 0.100 19.497 17.353 38.711 -104.789 99.900 
1822.750 190.294 65.019 0.010 6.376 19.712 7.288 36.773 -106.728 92.644 
1822.875 190.522 62.696 0.010 6.407 19.726 6.411 34.842 -108.660 92.228 
1823.000 194.472 60.688 0.010 6.952 19.407 5.906 32.915 -110.588 86.791 
1823.125 200.660 59.743 0.010 7.806 18.747 5.935 31.031 -112.473 80.078 
1823.250 206.453 60.211 0.010 8.606 17.831 6.467 29.265 -114.240 75.624 
1823.375 209.752 62.040 0.010 9.061 16.852 7.380 27.663 -115.844 74.478 
1823.500 209.832 64.037 0.010 9.072 15.888 8.181 26.231 -117.277 76.624 
1823.625 208.824 65.926 0.010 8.933 15.001 8.888 24.929 -118.580 79.893 
1823.750 208.540 68.437 0.010 8.894 14.249 9.933 23.757 -119.753 82.279 
1823.875 210.096 71.274 0.010 9.108 13.639 11.305 22.765 -120.746 82.423 
1824.000 213.056 74.174 0.010 9.517 13.198 12.889 22.023 -121.489 80.742 
1824.125 215.524 76.597 0.010 9.857 12.941 14.278 21.499 -122.014 79.157 
1824.250 216.822 77.209 0.569 10.037 12.892 14.696 21.169 -122.345 78.110 
1824.375 217.295 75.918 0.596 10.102 12.984 14.085 21.056 -122.459 77.408 
1824.500 218.336 73.303 0.660 10.245 13.184 12.889 21.202 -122.314 75.909 
1824.625 219.796 70.324 0.759 10.447 13.476 11.603 21.596 -121.921 73.858 
1824.750 220.769 67.022 0.843 10.581 13.846 10.196 22.252 -121.266 72.084 
1824.875 220.759 65.486 0.870 10.580 14.303 9.533 23.192 -120.327 70.929 
1825.000 218.338 66.845 0.743 10.246 14.843 9.944 24.386 -119.135 71.540 
1825.125 213.170 69.852 0.010 9.532 15.434 10.893 25.778 -117.744 74.561 
1825.250 207.202 73.065 0.010 8.709 16.013 11.909 27.363 -116.160 79.001 
1825.375 204.760 75.225 0.010 8.372 16.509 12.736 29.098 -114.426 80.441 
1825.500 208.997 76.542 0.010 8.957 16.880 13.714 30.955 -112.570 75.145 
1825.625 215.595 77.270 0.010 9.867 17.131 14.624 32.986 -110.540 68.739 
1825.750 221.296 78.792 1.098 10.654 17.293 15.899 35.220 -108.308 64.127 
1825.875 224.414 81.405 0.010 0.100 17.395 32.614 37.625 -105.904 99.900 
1826.000 224.283 84.176 0.010 0.100 17.459 36.033 40.255 -103.274 99.900 
1826.125 223.703 84.865 0.010 0.100 17.507 36.910 43.121 -100.410 99.900 
1826.250 225.219 85.353 0.010 0.100 17.548 37.538 46.129 -97.403 99.900 
1826.375 228.387 88.056 0.010 0.100 17.642 41.120 49.214 -94.319 99.900 
1826.500 227.119 93.314 0.010 0.100 17.860 48.614 52.269 -91.265 99.900 
1826.625 220.808 100.168 0.010 0.100 18.206 59.528 55.199 -88.336 99.900 
1826.750 216.599 105.345 0.010 0.100 18.642 68.724 57.933 -85.603 99.900 
1826.875 221.807 106.706 0.010 0.100 19.086 71.289 60.389 -83.149 99.900 
1827.000 235.977 103.766 0.010 0.100 19.486 65.826 62.458 -81.081 99.900 
1827.125 246.018 100.704 0.010 0.100 19.853 60.440 64.104 -79.436 99.900 
1827.250 243.532 100.027 0.010 0.100 20.289 59.289 65.348 -78.193 99.900 
1827.375 230.365 99.867 0.010 0.100 20.840 59.019 66.240 -77.302 99.900 
1827.500 217.840 98.440 0.010 0.100 21.454 56.647 66.814 -76.729 99.900 
1827.625 214.201 95.904 0.010 0.100 22.072 52.578 67.155 -76.389 99.900 
1827.750 219.328 94.155 0.010 0.100 22.687 49.880 67.246 -76.299 99.900 
1827.875 229.411 93.271 0.010 0.100 23.312 48.550 67.122 -76.425 99.900 
1828.000 238.665 93.598 0.010 0.100 23.950 49.039 66.766 -76.782 99.900 
1828.125 241.153 95.459 0.010 0.100 24.505 51.884 66.250 -77.299 99.900 
1828.250 234.564 96.009 0.010 0.100 24.730 52.743 65.614 -77.936 99.900 
1828.375 223.414 96.108 0.010 0.100 24.516 52.899 64.812 -78.739 99.900 
1828.500 216.782 96.646 0.010 0.100 23.908 53.750 63.889 -79.663 99.900 
1828.625 216.402 96.612 0.010 0.100 23.039 53.696 62.823 -80.730 99.900 
1828.750 218.470 94.778 0.010 0.100 22.084 50.832 61.628 -81.926 99.900 
1828.875 219.417 93.043 0.010 0.100 21.177 48.211 60.346 -83.209 99.900 
1829.000 218.782 92.604 0.010 0.100 20.382 47.560 58.997 -84.559 99.900 
1829.125 217.909 91.049 0.010 0.100 19.742 45.297 57.735 -85.822 99.900 
